order_id,customer_id,product_id,order_date,quantity,unit_price,status,sales_channel
ORD000350,CUST0224,PROD018,2025-10-21,3,12.79,Completed,Store Pickup
ORD000351,CUST0397,PROD020,2025-07-12,1,11.19,Completed,Marketplace
ORD000352,CUST0457,PROD035,2025-12-05,1,9.99,Completed,Website
ORD000353,CUST0260,PROD041,2025-12-28,1,9.99,Completed,Mobile App
ORD000354,CUST0134,PROD035,2025-12-18,3,9.99,Completed,Mobile App
ORD000355,CUST0457,PROD050,2025-06-08,2,14.99,Completed,Website
ORD000356,CUST0006,PROD043,2025-06-17,1,29.99,Pending,Mobile App
ORD000357,CUST0229,PROD011,2025-11-05,1,22.99,Completed,Mobile App
ORD000358,CUST0481,PROD023,2025-11-16,1,12.99,Completed,Marketplace
ORD000359,CUST0343,PROD014,2025-06-02,1,12.99,Completed,Store Pickup
ORD000360,CUST0333,PROD021,2025-12-02,1,21.99,Completed,Marketplace
ORD000361,CUST0297,PROD035,2025-11-09,2,9.99,Completed,Website
ORD000362,CUST0499,PROD015,2025-08-13,1,8.99,Cancelled,Store Pickup
ORD000363,CUST0004,PROD033,2025-11-20,3,19.99,Completed,Marketplace
ORD000364,CUST0081,PROD024,2025-04-06,2,6.99,Completed,Store Pickup
ORD000365,CUST0059,PROD031,2025-11-24,2,21.99,Completed,Store Pickup
ORD000366,CUST0066,PROD037,2025-01-02,2,3.19,Completed,Mobile App
ORD000367,CUST0473,PROD012,2025-01-09,1,18.99,Pending,Website
ORD000368,CUST0339,PROD053,2025-12-24,1,11.89,Completed,Store Pickup
ORD000369,CUST0113,PROD054,2025-12-06,1,15.19,Cancelled,Mobile App
ORD000370,CUST0136,PROD011,2025-10-17,2,22.99,Completed,Website
ORD000371,CUST0068,PROD007,2025-04-13,1,14.99,Returned,Store Pickup
ORD000372,CUST0050,PROD012,2025-11-20,1,18.99,Completed,Website
ORD000373,CUST0067,PROD039,2025-02-22,1,5.59,Completed,Store Pickup
ORD000374,CUST0358,PROD034,2025-06-02,1,14.99,Completed,Store Pickup
ORD000375,CUST0380,PROD049,2025-06-26,3,22.99,Completed,Marketplace
ORD000376,CUST0466,PROD006,2025-08-08,1,89.99,Completed,Mobile App
ORD000377,CUST0405,PROD001,2025-01-24,2,22.49,Completed,Mobile App
ORD000378,CUST0210,PROD024,2025-10-11,1,6.99,Completed,Marketplace
ORD000379,CUST0290,PROD024,2025-12-14,2,6.99,Completed,Mobile App
ORD000380,CUST0286,PROD031,2025-07-26,1,21.99,Completed,Marketplace
ORD000381,CUST0362,PROD026,2025-09-25,2,9.99,Completed,Mobile App
ORD000382,CUST0487,PROD011,2025-07-23,1,22.99,Completed,Website
ORD000383,CUST0003,PROD052,2025-03-21,1,7.19,Completed,Website
ORD000384,CUST0041,PROD039,2025-05-12,1,6.99,Pending,Marketplace
ORD000385,CUST0030,PROD050,2025-10-20,3,14.99,Completed,Mobile App
ORD000386,CUST0266,PROD019,2025-11-26,1,17.99,Completed,Mobile App
ORD000387,CUST0019,PROD024,2025-09-22,1,6.29,Completed,Marketplace
ORD000388,CUST0343,PROD026,2025-11-12,1,9.99,Completed,Website
ORD000389,CUST0146,PROD047,2025-12-18,3,13.99,Completed,Marketplace
ORD000390,CUST0233,PROD026,2025-04-07,2,9.99,Completed,Website
ORD000391,CUST0151,PROD022,2025-09-17,4,27.99,Returned,Marketplace
ORD000392,CUST0289,PROD031,2025-10-13,2,21.99,Pending,Store Pickup
ORD000393,CUST0442,PROD002,2025-10-19,1,59.99,Completed,Mobile App
ORD000394,CUST0410,PROD021,2025-10-08,1,21.99,Completed,Marketplace
ORD000395,CUST0205,PROD044,2025-04-03,2,17.99,Completed,Mobile App
ORD000396,CUST0112,PROD037,2025-08-12,1,3.99,Completed,Mobile App
ORD000397,CUST0121,PROD048,2025-08-07,1,12.99,Completed,Mobile App
ORD000398,CUST0080,PROD050,2025-11-12,1,14.99,Completed,Store Pickup
ORD000399,CUST0439,PROD035,2025-09-25,5,9.99,Completed,Marketplace
ORD000400,CUST0445,PROD018,2025-08-19,1,15.99,Returned,Marketplace
ORD000401,CUST0296,PROD009,2025-06-25,1,29.99,Completed,Website
ORD000402,CUST0441,PROD044,2025-08-13,2,17.99,Completed,Store Pickup
ORD000403,CUST0007,PROD044,2025-05-01,1,17.99,Completed,Marketplace
ORD000404,CUST0122,PROD018,2025-04-09,1,15.99,Completed,Store Pickup
ORD000405,CUST0359,PROD049,2025-07-14,1,22.99,Completed,Mobile App
ORD000406,CUST0352,PROD015,2025-09-19,3,8.99,Completed,Store Pickup
ORD000407,CUST0075,PROD052,2025-12-07,5,8.09,Completed,Store Pickup
ORD000408,CUST0323,PROD034,2025-03-28,1,14.99,Completed,Marketplace
ORD000409,CUST0025,PROD026,2025-09-19,1,9.99,Completed,Marketplace
ORD000410,CUST0050,PROD029,2025-08-21,2,18.99,Completed,Marketplace
ORD000411,CUST0063,PROD023,2025-06-14,3,12.99,Completed,Mobile App
ORD000412,CUST0182,PROD021,2025-12-10,2,21.99,Completed,Website
ORD000413,CUST0238,PROD041,2025-06-10,5,9.99,Completed,Marketplace
ORD000414,CUST0293,PROD026,2025-07-20,3,8.99,Completed,Marketplace
ORD000415,CUST0364,PROD018,2025-05-10,2,15.99,Cancelled,Marketplace
ORD000416,CUST0495,PROD029,2025-11-17,1,18.99,Completed,Mobile App
ORD000417,CUST0359,PROD048,2025-10-24,1,12.99,Completed,Website
ORD000418,CUST0281,PROD004,2025-12-16,1,34.99,Completed,Website
ORD000419,CUST0080,PROD006,2025-02-20,2,89.99,Completed,Mobile App
ORD000420,CUST0321,PROD009,2025-11-15,1,29.99,Completed,Marketplace
ORD000421,CUST0443,PROD031,2025-12-11,1,21.99,Returned,Store Pickup
ORD000422,CUST0277,PROD012,2025-03-23,2,18.99,Completed,Store Pickup
ORD000423,CUST0274,PROD020,2025-08-21,4,13.99,Completed,Website
ORD000424,CUST0212,PROD017,2025-07-12,1,35.99,Completed,Mobile App
ORD000425,CUST0274,PROD001,2025-06-16,2,24.99,Completed,Marketplace
ORD000426,CUST0409,PROD019,2025-01-14,2,17.99,Completed,Mobile App
ORD000427,CUST0224,PROD026,2025-07-18,1,9.99,Completed,Store Pickup
ORD000428,CUST0217,PROD041,2025-04-03,1,9.99,Returned,Marketplace
ORD000429,CUST0273,PROD052,2025-05-24,1,8.99,Completed,Mobile App
ORD000430,CUST0234,PROD040,2025-05-21,1,12.99,Completed,Marketplace
ORD000431,CUST0497,PROD035,2025-01-02,1,9.99,Completed,Mobile App
ORD000432,CUST0005,PROD015,2025-10-24,1,8.09,Completed,Marketplace
ORD000433,CUST0191,PROD030,2025-11-16,2,22.49,Cancelled,Mobile App
ORD000434,CUST0201,PROD005,2025-01-25,1,39.99,Cancelled,Marketplace
ORD000435,CUST0007,PROD008,2025-11-27,5,49.99,Completed,Store Pickup
ORD000436,CUST0102,PROD030,2025-04-02,2,19.99,Pending,Store Pickup
ORD000437,CUST0480,PROD021,2025-06-10,1,21.99,Completed,Website
ORD000438,CUST0153,PROD013,2025-04-21,1,13.59,Completed,Website
ORD000439,CUST0167,PROD001,2025-04-14,1,24.99,Completed,Mobile App
ORD000440,CUST0298,PROD051,2025-01-02,2,10.99,Completed,Website
ORD000441,CUST0047,PROD044,2025-04-16,2,17.99,Pending,Website
ORD000442,CUST0079,PROD045,2025-01-21,1,21.24,Completed,Marketplace
ORD000443,CUST0376,PROD013,2025-11-15,1,16.99,Completed,Marketplace
ORD000444,CUST0362,PROD029,2025-12-16,2,18.99,Completed,Mobile App
ORD000445,CUST0375,PROD030,2025-09-11,1,24.99,Returned,Mobile App
ORD000446,CUST0231,PROD019,2025-02-05,3,17.99,Completed,Store Pickup
ORD000447,CUST0318,PROD024,2025-11-01,2,6.99,Completed,Store Pickup
ORD000448,CUST0255,PROD050,2025-04-22,2,14.99,Completed,Marketplace
ORD000449,CUST0338,PROD005,2025-02-17,1,39.99,Completed,Website
ORD000450,CUST0099,PROD007,2025-04-16,1,14.99,Completed,Store Pickup
ORD000451,CUST0303,PROD017,2025-08-23,1,44.99,Completed,Website
ORD000452,CUST0336,PROD032,2025-12-07,4,8.99,Completed,Website
ORD000453,CUST0481,PROD027,2025-06-24,3,10.99,Completed,Marketplace
ORD000454,CUST0037,PROD054,2025-08-24,1,18.99,Pending,Website
ORD000455,CUST0273,PROD025,2025-02-08,1,4.99,Completed,Mobile App
ORD000456,CUST0213,PROD048,2025-09-18,1,12.99,Completed,Store Pickup
ORD000457,CUST0453,PROD007,2025-10-14,1,14.99,Completed,Marketplace
ORD000458,CUST0308,PROD029,2025-10-18,4,18.99,Completed,Marketplace
ORD000459,CUST0392,PROD041,2025-11-14,1,9.99,Completed,Mobile App
ORD000460,CUST0475,PROD048,2025-06-18,1,12.99,Completed,Store Pickup
ORD000461,CUST0146,PROD039,2025-01-02,1,5.94,Completed,Mobile App
ORD000462,CUST0012,PROD050,2025-04-11,3,14.99,Completed,Mobile App
ORD000463,CUST0183,PROD010,2025-02-15,1,19.99,Completed,Mobile App
ORD000464,CUST0048,PROD037,2025-05-10,1,3.99,Completed,Marketplace
ORD000465,CUST0250,PROD053,2025-11-06,3,13.99,Completed,Website
ORD000466,CUST0020,PROD047,2025-09-10,3,13.99,Completed,Marketplace
ORD000467,CUST0223,PROD027,2025-06-27,4,9.89,Completed,Website
ORD000468,CUST0196,PROD004,2025-10-21,1,27.99,Completed,Marketplace
ORD000469,CUST0079,PROD004,2025-08-08,2,34.99,Pending,Website
ORD000470,CUST0403,PROD026,2025-04-10,1,9.99,Completed,Website
ORD000471,CUST0044,PROD026,2025-09-09,1,9.99,Completed,Mobile App
ORD000472,CUST0250,PROD026,2025-08-07,2,9.99,Completed,Mobile App
ORD000473,CUST0398,PROD028,2025-04-09,1,7.99,Completed,Store Pickup
ORD000474,CUST0098,PROD021,2025-07-12,1,21.99,Completed,Mobile App
ORD000475,CUST0421,PROD052,2025-12-20,1,8.09,Returned,Mobile App
ORD000476,CUST0080,PROD049,2025-04-12,2,18.39,Completed,Mobile App
ORD000477,CUST0148,PROD001,2025-12-27,1,24.99,Completed,Store Pickup
ORD000478,CUST0379,PROD035,2025-01-07,1,9.99,Completed,Store Pickup
ORD000479,CUST0356,PROD045,2025-10-05,2,24.99,Returned,Website
ORD000480,CUST0146,PROD013,2025-05-02,2,16.99,Completed,Website
ORD000481,CUST0139,PROD043,2025-02-22,3,29.99,Cancelled,Website
ORD000482,CUST0198,PROD015,2025-05-21,5,8.99,Completed,Marketplace
ORD000483,CUST0273,PROD006,2025-08-20,1,89.99,Completed,Website
ORD000484,CUST0157,PROD022,2025-01-17,1,27.99,Completed,Marketplace
ORD000485,CUST0121,PROD033,2025-06-10,1,16.99,Cancelled,Website
ORD000486,CUST0116,PROD010,2025-12-09,1,19.99,Completed,Store Pickup
ORD000487,CUST0314,PROD041,2025-08-22,2,9.99,Completed,Store Pickup
ORD000488,CUST0169,PROD029,2025-12-20,1,18.99,Completed,Mobile App
ORD000489,CUST0353,PROD046,2025-12-10,3,15.99,Completed,Mobile App
ORD000490,CUST0470,PROD011,2025-10-19,1,22.99,Returned,Website
ORD000491,CUST0451,PROD010,2025-04-27,2,19.99,Cancelled,Store Pickup
ORD000492,CUST0227,PROD048,2025-12-10,4,12.99,Returned,Marketplace
ORD000493,CUST0055,PROD009,2025-03-07,1,29.99,Completed,Marketplace
ORD000494,CUST0119,PROD039,2025-09-20,1,6.99,Completed,Store Pickup
ORD000495,CUST0310,PROD031,2025-03-28,2,21.99,Cancelled,Store Pickup
ORD000496,CUST0099,PROD015,2025-08-06,1,8.99,Completed,Marketplace
ORD000497,CUST0381,PROD043,2025-12-08,6,29.99,Completed,Store Pickup
ORD000498,CUST0353,PROD021,2025-12-16,3,21.99,Completed,Website
ORD000499,CUST0195,PROD047,2025-09-27,1,13.99,Completed,Website
ORD000500,CUST0234,PROD053,2025-08-15,3,13.99,Completed,Store Pickup
ORD000501,CUST0286,PROD025,2025-12-02,1,4.99,Completed,Marketplace
ORD000502,CUST0397,PROD053,2025-07-10,1,13.99,Completed,Website
ORD000503,CUST0238,PROD054,2025-10-05,2,15.19,Completed,Mobile App
ORD000504,CUST0231,PROD002,2025-06-11,1,59.99,Completed,Mobile App
ORD000505,CUST0129,PROD021,2025-12-03,2,21.99,Completed,Website
ORD000506,CUST0231,PROD041,2025-02-23,1,9.99,Completed,Mobile App
ORD000507,CUST0023,PROD050,2025-06-13,1,14.99,Cancelled,Mobile App
ORD000508,CUST0092,PROD050,2025-03-05,2,14.99,Completed,Store Pickup
ORD000509,CUST0061,PROD009,2025-05-06,5,25.49,Completed,Store Pickup
ORD000510,CUST0414,PROD001,2025-12-18,2,24.99,Completed,Store Pickup
ORD000511,CUST0041,PROD039,2025-07-15,2,6.99,Completed,Mobile App
ORD000512,CUST0029,PROD042,2025-01-05,1,35.99,Completed,Marketplace
ORD000513,CUST0026,PROD007,2025-06-03,1,14.99,Completed,Mobile App
ORD000514,CUST0297,PROD024,2025-12-24,4,5.94,Completed,Store Pickup
ORD000515,CUST0219,PROD054,2025-11-25,2,18.99,Completed,Marketplace
ORD000516,CUST0269,PROD014,2025-06-14,2,12.99,Completed,Website
ORD000517,CUST0310,PROD051,2025-08-23,6,10.99,Completed,Marketplace
ORD000518,CUST0320,PROD023,2025-05-19,4,12.99,Completed,Store Pickup
ORD000519,CUST0453,PROD040,2025-08-06,1,12.99,Completed,Website
ORD000520,CUST0408,PROD008,2025-01-21,2,49.99,Completed,Store Pickup
ORD000521,CUST0180,PROD036,2025-07-11,3,7.99,Completed,Marketplace
ORD000522,CUST0158,PROD020,2025-04-03,1,13.99,Completed,Marketplace
ORD000523,CUST0292,PROD040,2025-06-24,5,12.99,Completed,Marketplace
ORD000524,CUST0470,PROD031,2025-12-16,2,21.99,Completed,Store Pickup
ORD000525,CUST0459,PROD022,2025-12-18,1,27.99,Returned,Website
ORD000526,CUST0290,PROD047,2025-11-10,2,13.99,Completed,Marketplace
ORD000527,CUST0182,PROD005,2025-11-26,5,39.99,Completed,Store Pickup
ORD000528,CUST0085,PROD037,2025-10-27,2,3.99,Completed,Marketplace
ORD000529,CUST0364,PROD003,2025-10-11,1,8.99,Completed,Marketplace
ORD000530,CUST0090,PROD008,2025-04-10,1,44.99,Returned,Store Pickup
ORD000531,CUST0248,PROD033,2025-08-26,1,19.99,Completed,Marketplace
ORD000532,CUST0394,PROD007,2025-11-05,3,14.99,Completed,Mobile App
ORD000533,CUST0236,PROD025,2025-04-02,2,4.99,Completed,Website
ORD000534,CUST0447,PROD006,2025-10-20,1,89.99,Completed,Marketplace
ORD000535,CUST0160,PROD041,2025-01-25,3,9.99,Completed,Marketplace
ORD000536,CUST0226,PROD043,2025-08-25,1,25.49,Completed,Website
ORD000537,CUST0282,PROD021,2025-04-12,1,21.99,Completed,Mobile App
ORD000538,CUST0314,PROD022,2025-03-10,1,25.19,Completed,Website
ORD000539,CUST0045,PROD028,2025-02-02,1,7.99,Cancelled,Store Pickup
ORD000540,CUST0171,PROD053,2025-09-10,1,13.99,Completed,Website
ORD000541,CUST0392,PROD030,2025-12-25,2,19.99,Completed,Store Pickup
ORD000542,CUST0364,PROD050,2025-05-21,1,14.99,Completed,Marketplace
ORD000543,CUST0094,PROD045,2025-12-13,4,24.99,Cancelled,Marketplace
ORD000544,CUST0034,PROD031,2025-07-01,1,21.99,Cancelled,Marketplace
ORD000545,CUST0295,PROD009,2025-11-20,1,29.99,Completed,Website
ORD000546,CUST0037,PROD051,2025-05-21,1,10.99,Completed,Mobile App
ORD000547,CUST0082,PROD031,2025-10-18,1,21.99,Completed,Store Pickup
ORD000548,CUST0291,PROD051,2025-11-14,1,10.99,Completed,Website
ORD000549,CUST0294,PROD054,2025-11-23,1,18.99,Completed,Website
ORD000550,CUST0158,PROD026,2025-11-06,1,7.99,Completed,Store Pickup
ORD000551,CUST0339,PROD004,2025-06-21,1,34.99,Cancelled,Website
ORD000552,CUST0077,PROD029,2025-11-22,1,18.99,Completed,Mobile App
ORD000553,CUST0154,PROD037,2025-04-11,2,3.99,Returned,Store Pickup
ORD000554,CUST0046,PROD038,2025-10-12,1,15.99,Completed,Mobile App
ORD000555,CUST0190,PROD036,2025-11-02,5,6.39,Cancelled,Marketplace
ORD000556,CUST0444,PROD002,2025-02-10,1,59.99,Completed,Marketplace
ORD000557,CUST0196,PROD028,2025-10-13,1,7.99,Completed,Mobile App
ORD000558,CUST0474,PROD024,2025-09-27,3,5.59,Completed,Website
ORD000559,CUST0074,PROD047,2025-02-01,3,13.99,Pending,Mobile App
ORD000560,CUST0413,PROD027,2025-02-21,3,10.99,Completed,Store Pickup
ORD000561,CUST0261,PROD028,2025-10-15,2,7.99,Completed,Mobile App
ORD000562,CUST0296,PROD032,2025-07-01,3,8.99,Completed,Store Pickup
ORD000563,CUST0188,PROD003,2025-12-19,5,9.99,Completed,Website
ORD000564,CUST0041,PROD010,2025-09-23,2,19.99,Cancelled,Marketplace
ORD000565,CUST0268,PROD040,2025-08-03,1,12.99,Completed,Website
ORD000566,CUST0409,PROD038,2025-10-18,1,13.59,Completed,Website
ORD000567,CUST0464,PROD031,2025-08-17,2,21.99,Completed,Marketplace
ORD000568,CUST0356,PROD039,2025-05-02,2,6.99,Completed,Website
ORD000569,CUST0087,PROD037,2025-10-19,1,3.99,Completed,Website
ORD000570,CUST0065,PROD033,2025-05-03,1,19.99,Completed,Marketplace
ORD000571,CUST0008,PROD048,2025-05-09,1,12.99,Completed,Mobile App
ORD000572,CUST0414,PROD012,2025-10-12,1,18.99,Completed,Website
ORD000573,CUST0496,PROD010,2025-06-03,2,19.99,Cancelled,Store Pickup
ORD000574,CUST0339,PROD029,2025-11-08,2,18.99,Completed,Marketplace
ORD000575,CUST0387,PROD053,2025-01-09,1,13.99,Completed,Marketplace
ORD000576,CUST0473,PROD035,2025-08-25,1,9.99,Completed,Marketplace
ORD000577,CUST0223,PROD001,2025-03-28,1,24.99,Completed,Marketplace
ORD000578,CUST0490,PROD003,2025-12-22,1,9.99,Completed,Store Pickup
ORD000579,CUST0440,PROD018,2025-09-21,1,15.99,Completed,Store Pickup
ORD000580,CUST0384,PROD016,2025-07-22,2,11.99,Completed,Marketplace
ORD000581,CUST0161,PROD036,2025-10-06,1,7.19,Completed,Website
ORD000582,CUST0229,PROD023,2025-08-22,1,12.99,Completed,Website
ORD000583,CUST0481,PROD039,2025-10-02,2,6.99,Returned,Website
ORD000584,CUST0045,PROD039,2025-10-04,1,6.99,Cancelled,Mobile App
ORD000585,CUST0095,PROD017,2025-12-23,1,44.99,Completed,Store Pickup
ORD000586,CUST0394,PROD028,2025-12-09,2,7.99,Completed,Marketplace
ORD000587,CUST0142,PROD050,2025-03-03,1,14.99,Pending,Marketplace
ORD000588,CUST0092,PROD029,2025-12-09,1,18.99,Completed,Store Pickup
ORD000589,CUST0056,PROD010,2025-03-16,1,19.99,Completed,Website
ORD000590,CUST0133,PROD007,2025-12-23,1,11.99,Completed,Store Pickup
ORD000591,CUST0077,PROD042,2025-01-16,2,39.99,Completed,Marketplace
ORD000592,CUST0464,PROD026,2025-03-11,2,9.99,Returned,Store Pickup
ORD000593,CUST0433,PROD047,2025-08-13,2,13.99,Completed,Website
ORD000594,CUST0419,PROD050,2025-06-23,1,14.99,Returned,Marketplace
ORD000595,CUST0206,PROD004,2025-06-10,2,34.99,Completed,Marketplace
ORD000596,CUST0390,PROD050,2025-02-15,1,14.99,Completed,Store Pickup
ORD000597,CUST0357,PROD025,2025-10-10,3,4.99,Completed,Website
ORD000598,CUST0377,PROD013,2025-12-15,1,16.99,Completed,Mobile App
ORD000599,CUST0406,PROD035,2025-08-03,2,9.99,Pending,Store Pickup
ORD000600,CUST0019,PROD022,2025-12-01,1,27.99,Completed,Website
ORD000601,CUST0342,PROD034,2025-04-21,1,14.99,Cancelled,Mobile App
ORD000602,CUST0474,PROD005,2025-11-08,1,31.99,Completed,Website
ORD000603,CUST0067,PROD001,2025-04-21,1,21.24,Cancelled,Website
ORD000604,CUST0428,PROD038,2025-07-06,1,15.99,Completed,Mobile App
ORD000605,CUST0219,PROD022,2025-01-07,3,27.99,Completed,Marketplace
ORD000606,CUST0295,PROD035,2025-03-22,1,9.99,Completed,Website
ORD000607,CUST0033,PROD008,2025-09-11,1,49.99,Completed,Marketplace
ORD000608,CUST0125,PROD038,2025-09-15,1,12.79,Completed,Mobile App
ORD000609,CUST0042,PROD001,2025-01-16,1,24.99,Completed,Marketplace
ORD000610,CUST0406,PROD050,2025-07-26,1,13.49,Completed,Store Pickup
ORD000611,CUST0313,PROD045,2025-07-06,1,24.99,Completed,Website
ORD000612,CUST0155,PROD023,2025-10-26,1,12.99,Completed,Website
ORD000613,CUST0390,PROD035,2025-10-28,1,9.99,Completed,Mobile App
ORD000614,CUST0058,PROD051,2025-05-07,1,10.99,Returned,Store Pickup
ORD000615,CUST0473,PROD003,2025-03-22,1,9.99,Completed,Marketplace
ORD000616,CUST0456,PROD049,2025-06-26,1,20.69,Returned,Mobile App
ORD000617,CUST0249,PROD033,2025-03-01,1,19.99,Completed,Marketplace
ORD000618,CUST0347,PROD021,2025-07-24,1,19.79,Completed,Store Pickup
ORD000619,CUST0457,PROD015,2025-12-13,1,8.99,Completed,Store Pickup
ORD000620,CUST0233,PROD012,2025-03-20,1,15.19,Completed,Marketplace
ORD000621,CUST0172,PROD009,2025-12-07,1,29.99,Completed,Website
ORD000622,CUST0215,PROD011,2025-11-15,2,22.99,Completed,Mobile App
ORD000623,CUST0488,PROD040,2025-11-21,4,12.99,Completed,Mobile App
ORD000624,CUST0268,PROD032,2025-02-28,3,8.99,Completed,Store Pickup
ORD000625,CUST0220,PROD048,2025-05-24,3,12.99,Completed,Mobile App
ORD000626,CUST0485,PROD010,2025-12-19,4,19.99,Completed,Website
ORD000627,CUST0376,PROD050,2025-01-16,1,14.99,Completed,Website
ORD000628,CUST0043,PROD036,2025-07-08,2,7.99,Completed,Mobile App
ORD000629,CUST0123,PROD042,2025-03-10,6,31.99,Completed,Store Pickup
ORD000630,CUST0299,PROD002,2025-12-24,5,59.99,Completed,Store Pickup
ORD000631,CUST0190,PROD041,2025-04-28,1,9.99,Cancelled,Website
ORD000632,CUST0171,PROD034,2025-06-23,1,14.99,Completed,Mobile App
ORD000633,CUST0318,PROD022,2025-11-03,2,22.39,Completed,Website
ORD000634,CUST0239,PROD040,2025-02-12,1,12.99,Completed,Website
ORD000635,CUST0105,PROD009,2025-09-25,6,29.99,Completed,Store Pickup
ORD000636,CUST0298,PROD045,2025-11-25,1,24.99,Completed,Marketplace
ORD000637,CUST0349,PROD028,2025-12-17,1,6.79,Completed,Website
ORD000638,CUST0348,PROD053,2025-08-18,1,13.99,Completed,Website
ORD000639,CUST0045,PROD006,2025-04-15,1,89.99,Returned,Website
ORD000640,CUST0058,PROD045,2025-02-09,1,22.49,Completed,Website
ORD000641,CUST0278,PROD009,2025-05-22,1,29.99,Completed,Website
ORD000642,CUST0012,PROD052,2025-05-03,1,8.99,Completed,Store Pickup
ORD000643,CUST0331,PROD051,2025-09-21,1,10.99,Completed,Store Pickup
ORD000644,CUST0068,PROD051,2025-07-19,1,10.99,Completed,Marketplace
ORD000645,CUST0433,PROD004,2025-12-25,1,34.99,Returned,Mobile App
ORD000646,CUST0094,PROD012,2025-10-10,3,18.99,Completed,Mobile App
ORD000647,CUST0022,PROD021,2025-03-04,2,21.99,Completed,Mobile App
ORD000648,CUST0341,PROD021,2025-09-02,5,18.69,Completed,Mobile App
ORD000649,CUST0472,PROD002,2025-08-04,1,59.99,Completed,Store Pickup
ORD000650,CUST0003,PROD048,2025-12-05,1,12.99,Completed,Marketplace
ORD000651,CUST0497,PROD049,2025-08-10,6,22.99,Completed,Store Pickup
ORD000652,CUST0375,PROD031,2025-06-04,4,17.59,Completed,Website
ORD000653,CUST0113,PROD029,2025-07-27,1,18.99,Completed,Mobile App
ORD000654,CUST0401,PROD050,2025-09-08,1,11.99,Cancelled,Website
ORD000655,CUST0100,PROD032,2025-12-13,1,8.99,Returned,Marketplace
ORD000656,CUST0438,PROD028,2025-06-23,1,7.99,Completed,Marketplace
ORD000657,CUST0448,PROD036,2025-05-15,1,7.99,Completed,Store Pickup
ORD000658,CUST0084,PROD052,2025-11-10,2,8.99,Completed,Store Pickup
ORD000659,CUST0307,PROD006,2025-03-19,1,89.99,Pending,Marketplace
ORD000660,CUST0388,PROD025,2025-02-19,1,4.99,Returned,Store Pickup
ORD000661,CUST0364,PROD037,2025-03-15,2,3.59,Cancelled,Marketplace
ORD000662,CUST0422,PROD053,2025-09-02,1,13.99,Completed,Store Pickup
ORD000663,CUST0002,PROD010,2025-04-26,1,19.99,Cancelled,Store Pickup
ORD000664,CUST0458,PROD019,2025-03-22,1,17.99,Completed,Mobile App
ORD000665,CUST0142,PROD032,2025-01-25,6,7.19,Completed,Store Pickup
ORD000666,CUST0133,PROD041,2025-09-28,2,9.99,Completed,Marketplace
ORD000667,CUST0009,PROD017,2025-08-19,1,38.24,Completed,Mobile App
ORD000668,CUST0140,PROD024,2025-06-02,1,6.99,Completed,Marketplace
ORD000669,CUST0480,PROD005,2025-05-21,1,39.99,Completed,Website
ORD000670,CUST0279,PROD021,2025-09-06,3,21.99,Completed,Marketplace
ORD000671,CUST0353,PROD024,2025-05-23,1,6.99,Cancelled,Website
ORD000672,CUST0191,PROD050,2025-03-10,1,14.99,Returned,Website
ORD000673,CUST0114,PROD054,2025-04-17,1,18.99,Completed,Website
ORD000674,CUST0060,PROD053,2025-07-03,1,11.89,Completed,Marketplace
ORD000675,CUST0456,PROD039,2025-03-15,1,6.99,Completed,Marketplace
ORD000676,CUST0061,PROD015,2025-01-27,1,8.99,Completed,Marketplace
ORD000677,CUST0041,PROD028,2025-03-05,2,7.99,Completed,Store Pickup
ORD000678,CUST0101,PROD007,2025-11-02,1,14.99,Completed,Store Pickup
ORD000679,CUST0023,PROD005,2025-03-09,1,35.99,Completed,Mobile App
ORD000680,CUST0095,PROD043,2025-09-07,1,23.99,Returned,Marketplace
ORD000681,CUST0257,PROD050,2025-06-28,2,14.99,Completed,Website
ORD000682,CUST0008,PROD034,2025-11-25,1,14.99,Completed,Website
ORD000683,CUST0474,PROD014,2025-12-04,4,12.99,Completed,Mobile App
ORD000684,CUST0093,PROD054,2025-07-04,1,18.99,Completed,Mobile App
ORD000685,CUST0161,PROD008,2025-07-25,1,49.99,Completed,Marketplace
ORD000686,CUST0370,PROD003,2025-10-18,1,9.99,Completed,Store Pickup
ORD000687,CUST0352,PROD054,2025-09-10,1,18.99,Completed,Store Pickup
ORD000688,CUST0459,PROD054,2025-04-03,3,18.99,Completed,Website
ORD000689,CUST0345,PROD007,2025-12-16,1,14.99,Completed,Website
ORD000690,CUST0356,PROD038,2025-03-13,5,15.99,Cancelled,Mobile App
ORD000691,CUST0174,PROD013,2025-02-07,2,16.99,Completed,Store Pickup
ORD000692,CUST0392,PROD046,2025-11-09,2,15.99,Completed,Store Pickup
ORD000693,CUST0309,PROD026,2025-06-22,6,9.99,Completed,Store Pickup
ORD000694,CUST0251,PROD032,2025-02-09,1,8.99,Completed,Website
ORD000695,CUST0348,PROD002,2025-11-16,5,59.99,Completed,Mobile App
ORD000696,CUST0050,PROD049,2025-05-20,1,22.99,Completed,Store Pickup
ORD000697,CUST0255,PROD032,2025-04-22,1,8.99,Completed,Website
ORD000698,CUST0221,PROD008,2025-12-02,1,49.99,Completed,Store Pickup
ORD000699,CUST0286,PROD043,2025-01-06,3,29.99,Completed,Store Pickup
ORD000700,CUST0367,PROD025,2025-07-10,1,3.99,Completed,Store Pickup
ORD000701,CUST0081,PROD033,2025-08-28,1,19.99,Completed,Store Pickup
