order_id;customer_id;product_id;order_date;country;signup_date;category;product_name;quantity;unit_price;revenue;year_month
ORD000048;CUST0276;PROD018;2025-04-27;france;2025-02-19;home;scented candle;4,0;15,99;63,96;2025-04
ORD000491;CUST0451;PROD010;2025-04-27;spain;2025-07-08;fitness;resistance bands set;2,0;19,99;39,98;2025-04
ORD000631;CUST0190;PROD041;2025-04-28;italy;2025-07-30;grocery;almond butter;1,0;9,99;9,99;2025-04
ORD001957;CUST0467;PROD047;2025-04-28;portugal;2024-08-10;accessories;phone case;1,0;13,99;13,99;2025-04
ORD000306;CUST0202;PROD014;2025-04-28;italy;2025-09-02;fitness;jump rope;1,0;12,99;12,99;2025-04
ORD001352;CUST0498;PROD008;2025-04-28;france;2025-10-15;electronics;webcam hd;1,0;49,99;49,99;2025-04
ORD001547;CUST0341;PROD032;2025-04-28;spain;2023-02-13;beauty;lip balm trio;3,0;8,99;26,97;2025-04
ORD002340;CUST0087;PROD025;2025-04-28;netherlands;2023-05-21;stationery;sticky notes pack;1,0;4,99;4,99;2025-04
ORD001903;CUST0142;PROD054;2025-04-28;portugal;2023-01-12;baby;baby bath towel;1,0;18,99;18,99;2025-04
ORD000322;CUST0400;PROD029;2025-04-28;italy;2025-04-08;beauty;vitamin c serum;3,0;18,99;56,97;2025-04
ORD000403;CUST0007;PROD044;2025-05-01;united kingdom;2023-01-14;accessories;travel pouch;1,0;17,99;17,99;2025-05
ORD000029;CUST0434;PROD007;2025-05-01;france;2023-11-04;electronics;smart led bulb;1,0;14,99;14,99;2025-05
ORD002093;CUST0293;PROD022;2025-05-01;germany;2024-05-15;home;glass food containers;1,0;27,99;27,99;2025-05
ORD000710;CUST0153;PROD037;2025-05-02;spain;2024-08-08;grocery;dark chocolate 70%;1,0;3,99;3,99;2025-05
ORD001374;CUST0498;PROD037;2025-05-02;france;2025-10-15;grocery;dark chocolate 70%;3,0;3,99;11,97;2025-05
ORD000287;CUST0052;PROD053;2025-05-02;spain;2024-03-27;baby;stacking cups toy;1,0;13,99;13,99;2025-05
ORD001886;CUST0071;PROD005;2025-05-02;france;2024-08-07;electronics;portable charger;1,0;39,99;39,99;2025-05
ORD000284;CUST0281;PROD032;2025-05-02;france;2023-10-23;beauty;lip balm trio;4,0;8,99;35,96;2025-05
ORD002338;CUST0226;PROD028;2025-05-02;france;2025-05-28;stationery;highlighter set;1,0;7,99;7,99;2025-05
ORD000480;CUST0146;PROD013;2025-05-02;ireland;2025-12-23;fitness;running belt;2,0;16,99;33,98;2025-05
ORD001816;CUST0411;PROD034;2025-05-02;spain;2024-02-09;beauty;body lotion;2,0;14,99;29,98;2025-05
ORD000770;CUST0283;PROD005;2025-05-02;france;2024-06-26;electronics;portable charger;4,0;39,99;159,96;2025-05
ORD000568;CUST0356;PROD039;2025-05-02;france;2025-04-02;grocery;protein granola;2,0;6,99;13,98;2025-05
ORD000762;CUST0381;PROD005;2025-05-02;spain;2025-03-31;electronics;portable charger;1,0;39,99;39,99;2025-05
ORD000270;CUST0003;PROD029;2025-05-02;italy;2023-06-28;beauty;vitamin c serum;1,0;18,99;18,99;2025-05
ORD001273;CUST0031;PROD018;2025-05-03;france;2023-05-11;home;scented candle;3,0;15,99;47,97;2025-05
ORD002131;CUST0251;PROD011;2025-05-03;spain;2024-10-24;fitness;foam roller;1,0;22,99;22,99;2025-05
ORD000570;CUST0065;PROD033;2025-05-03;spain;2023-07-20;beauty;makeup brush set;1,0;19,99;19,99;2025-05
ORD000642;CUST0012;PROD052;2025-05-03;spain;2025-02-14;baby;baby board book;1,0;8,99;8,99;2025-05
ORD002120;CUST0455;PROD048;2025-05-03;united kingdom;2023-11-28;accessories;tote bag;2,0;12,99;25,98;2025-05
ORD001300;CUST0210;PROD027;2025-05-03;united kingdom;2024-07-20;stationery;desk calendar;1,0;10,99;10,99;2025-05
ORD001044;CUST0390;PROD028;2025-05-03;germany;2025-09-23;stationery;highlighter set;1,0;7,99;7,99;2025-05
ORD000180;CUST0135;PROD046;2025-05-03;spain;2024-11-17;accessories;baseball cap;5,0;15,99;79,95;2025-05
ORD000103;CUST0351;PROD018;2025-05-03;germany;2023-05-11;home;scented candle;3,0;15,99;47,97;2025-05
ORD002208;CUST0344;PROD036;2025-05-04;france;2024-04-22;grocery;organic green tea;2,0;7,99;15,98;2025-05
ORD001316;CUST0367;PROD046;2025-05-04;netherlands;2023-07-06;accessories;baseball cap;4,0;15,99;63,96;2025-05
ORD000274;CUST0197;PROD033;2025-05-04;germany;2024-01-08;beauty;makeup brush set;2,0;19,99;39,98;2025-05
ORD002200;CUST0048;PROD024;2025-05-04;italy;2024-02-16;stationery;ballpoint pen set;4,0;6,99;27,96;2025-05
ORD001093;CUST0428;PROD036;2025-05-05;germany;2025-06-18;grocery;organic green tea;5,0;7,99;39,95;2025-05
ORD000079;CUST0339;PROD034;2025-05-05;belgium;2023-09-08;beauty;body lotion;1,0;14,99;14,99;2025-05
ORD000167;CUST0127;PROD018;2025-05-05;italy;2024-09-25;home;scented candle;2,0;15,99;31,98;2025-05
ORD001499;CUST0133;PROD015;2025-05-05;germany;2024-03-13;fitness;gym towel;2,0;8,99;17,98;2025-05
ORD002199;CUST0392;PROD021;2025-05-05;spain;2023-01-16;home;kitchen scale;2,0;21,99;43,98;2025-05
ORD002156;CUST0083;PROD049;2025-05-05;germany;2024-09-06;baby;baby blanket;1,0;22,99;22,99;2025-05
ORD002342;CUST0052;PROD044;2025-05-05;spain;2024-03-27;accessories;travel pouch;1,0;17,99;17,99;2025-05
ORD001800;CUST0393;PROD018;2025-05-06;united kingdom;2023-10-09;home;scented candle;1,0;15,99;15,99;2025-05
ORD002088;CUST0080;PROD037;2025-05-06;france;2023-06-17;grocery;dark chocolate 70%;5,0;3,99;19,950000000000003;2025-05
ORD000509;CUST0061;PROD009;2025-05-06;spain;2023-08-12;fitness;yoga mat;5,0;29,99;149,95;2025-05
ORD001988;CUST0479;PROD002;2025-05-06;germany;2025-12-13;electronics;bluetooth headphones;2,0;59,99;119,98;2025-05
ORD002363;CUST0186;PROD053;2025-05-07;france;2023-03-26;baby;stacking cups toy;5,0;13,99;69,95;2025-05
ORD000614;CUST0058;PROD051;2025-05-07;france;2025-06-01;baby;wooden teether;1,0;10,99;10,99;2025-05
ORD001349;CUST0387;PROD036;2025-05-07;germany;2025-05-18;grocery;organic green tea;2,0;7,99;15,98;2025-05
ORD001585;CUST0117;PROD023;2025-05-07;portugal;2024-11-09;stationery;daily planner notebook;6,0;12,99;77,94;2025-05
ORD002347;CUST0487;PROD053;2025-05-07;ireland;2025-08-09;baby;stacking cups toy;1,0;13,99;13,99;2025-05
ORD002345;CUST0287;PROD022;2025-05-07;spain;2023-05-21;home;glass food containers;3,0;27,99;83,97;2025-05
ORD001779;CUST0119;PROD015;2025-05-08;spain;2024-06-27;fitness;gym towel;2,0;8,99;17,98;2025-05
ORD001746;CUST0175;PROD044;2025-05-08;netherlands;2024-02-13;accessories;travel pouch;2,0;17,99;35,98;2025-05
ORD000883;CUST0190;PROD052;2025-05-08;italy;2025-07-30;baby;baby board book;1,0;8,99;8,99;2025-05
ORD001063;CUST0152;PROD046;2025-05-08;spain;2024-05-04;accessories;baseball cap;1,0;15,99;15,99;2025-05
ORD000008;CUST0361;PROD029;2025-05-09;united kingdom;2023-07-23;beauty;vitamin c serum;1,0;18,99;18,99;2025-05
ORD000571;CUST0008;PROD048;2025-05-09;france;2025-05-15;accessories;tote bag;1,0;12,99;12,99;2025-05
ORD002220;CUST0470;PROD043;2025-05-09;netherlands;2024-03-17;accessories;leather wallet;5,0;29,99;149,95;2025-05
ORD001281;CUST0401;PROD042;2025-05-09;france;2023-08-24;accessories;canvas backpack;3,0;39,99;119,97;2025-05
ORD000131;CUST0023;PROD052;2025-05-10;france;2024-10-08;baby;baby board book;2,0;8,99;17,98;2025-05
ORD000047;CUST0490;PROD046;2025-05-10;netherlands;2024-02-13;accessories;baseball cap;1,0;15,99;15,99;2025-05
ORD001476;CUST0164;PROD050;2025-05-10;united kingdom;2025-04-08;baby;silicone bib set;1,0;14,99;14,99;2025-05
ORD000415;CUST0364;PROD018;2025-05-10;united kingdom;2025-05-01;home;scented candle;2,0;15,99;31,98;2025-05
ORD000156;CUST0173;PROD036;2025-05-10;spain;2024-12-17;grocery;organic green tea;2,0;7,99;15,98;2025-05
ORD001214;CUST0034;PROD052;2025-05-10;united kingdom;2024-06-30;baby;baby board book;1,0;8,99;8,99;2025-05
ORD001560;CUST0052;PROD047;2025-05-10;spain;2024-03-27;accessories;phone case;1,0;13,99;13,99;2025-05
ORD000464;CUST0048;PROD037;2025-05-10;italy;2024-02-16;grocery;dark chocolate 70%;1,0;3,99;3,99;2025-05
ORD000116;CUST0248;PROD051;2025-05-10;france;2023-11-26;baby;wooden teether;1,0;10,99;10,99;2025-05
ORD001229;CUST0369;PROD001;2025-05-10;germany;2023-09-24;electronics;wireless mouse;3,0;24,99;74,97;2025-05
ORD001206;CUST0457;PROD034;2025-05-11;netherlands;2025-09-11;beauty;body lotion;2,0;14,99;29,98;2025-05
ORD001266;CUST0180;PROD039;2025-05-11;spain;2024-09-29;grocery;protein granola;2,0;6,99;13,98;2025-05
ORD002141;CUST0321;PROD038;2025-05-11;spain;2025-01-19;grocery;premium coffee beans;1,0;15,99;15,99;2025-05
ORD001844;CUST0353;PROD021;2025-05-11;belgium;2024-03-29;home;kitchen scale;2,0;21,99;43,98;2025-05
ORD000298;CUST0497;PROD018;2025-05-11;france;2025-03-02;home;scented candle;1,0;15,99;15,99;2025-05
ORD002225;CUST0247;PROD038;2025-05-11;france;2025-04-16;grocery;premium coffee beans;2,0;15,99;31,98;2025-05
ORD001177;CUST0205;PROD006;2025-05-12;germany;2025-08-27;electronics;mechanical keyboard;2,0;89,99;179,98;2025-05
ORD001702;CUST0262;PROD025;2025-05-12;italy;2025-11-08;stationery;sticky notes pack;1,0;4,99;4,99;2025-05
ORD000089;CUST0263;PROD032;2025-05-12;ireland;2025-09-15;beauty;lip balm trio;1,0;8,99;8,99;2025-05
ORD001482;CUST0013;PROD021;2025-05-12;germany;2025-01-10;home;kitchen scale;1,0;21,99;21,99;2025-05
ORD001195;CUST0091;PROD039;2025-05-13;portugal;2024-09-05;grocery;protein granola;1,0;6,99;6,99;2025-05
ORD001086;CUST0229;PROD047;2025-05-13;spain;2024-05-06;accessories;phone case;2,0;13,99;27,98;2025-05
ORD001536;CUST0152;PROD025;2025-05-13;spain;2024-05-04;stationery;sticky notes pack;4,0;4,99;19,96;2025-05
ORD001629;CUST0069;PROD047;2025-05-13;france;2023-12-04;accessories;phone case;1,0;13,99;13,99;2025-05
ORD002170;CUST0273;PROD045;2025-05-13;ireland;2024-01-22;accessories;sunglasses;1,0;24,99;24,99;2025-05
ORD000253;CUST0026;PROD011;2025-05-13;united kingdom;2024-06-22;fitness;foam roller;3,0;22,99;68,97;2025-05
ORD000176;CUST0374;PROD016;2025-05-14;netherlands;2024-04-04;home;ceramic coffee mug;1,0;11,99;11,99;2025-05
ORD001409;CUST0092;PROD011;2025-05-14;spain;2023-10-03;fitness;foam roller;1,0;22,99;22,99;2025-05
ORD001898;CUST0194;PROD043;2025-05-14;spain;2023-06-27;accessories;leather wallet;1,0;29,99;29,99;2025-05
ORD001024;CUST0267;PROD046;2025-05-14;france;2025-04-29;accessories;baseball cap;3,0;15,99;47,97;2025-05
ORD002060;CUST0056;PROD021;2025-05-15;spain;2025-08-26;home;kitchen scale;3,0;21,99;65,97;2025-05
ORD001178;CUST0253;PROD042;2025-05-15;france;2025-08-04;accessories;canvas backpack;5,0;39,99;199,95000000000002;2025-05
ORD001391;CUST0134;PROD003;2025-05-15;italy;2023-12-14;electronics;usb-c cable 1m;4,0;9,99;39,96;2025-05
ORD000657;CUST0448;PROD036;2025-05-15;united kingdom;2023-12-06;grocery;organic green tea;1,0;7,99;7,99;2025-05
ORD002356;CUST0094;PROD008;2025-05-15;spain;2024-12-03;electronics;webcam hd;3,0;49,99;149,97;2025-05
ORD001056;CUST0390;PROD013;2025-05-16;germany;2025-09-23;fitness;running belt;1,0;16,99;16,99;2025-05
ORD001666;CUST0161;PROD035;2025-05-16;germany;2025-05-08;beauty;shampoo bar;6,0;9,99;59,94;2025-05
ORD001519;CUST0461;PROD017;2025-05-16;spain;2025-06-14;home;cotton bedsheet set;1,0;44,99;44,99;2025-05
ORD000743;CUST0196;PROD009;2025-05-16;spain;2024-11-19;fitness;yoga mat;1,0;29,99;29,99;2025-05
ORD002011;CUST0226;PROD029;2025-05-16;france;2025-05-28;beauty;vitamin c serum;2,0;18,99;37,98;2025-05
ORD001078;CUST0080;PROD016;2025-05-16;france;2023-06-17;home;ceramic coffee mug;1,0;11,99;11,99;2025-05
ORD000300;CUST0382;PROD042;2025-05-16;spain;2023-03-04;accessories;canvas backpack;1,0;39,99;39,99;2025-05
ORD001306;CUST0359;PROD009;2025-05-16;france;2024-10-27;fitness;yoga mat;2,0;29,99;59,98;2025-05
ORD001942;CUST0021;PROD033;2025-05-16;italy;2024-03-25;beauty;makeup brush set;1,0;19,99;19,99;2025-05
ORD001162;CUST0103;PROD006;2025-05-16;portugal;2025-01-16;electronics;mechanical keyboard;1,0;89,99;89,99;2025-05
ORD001797;CUST0483;PROD028;2025-05-16;france;2023-05-19;stationery;highlighter set;3,0;7,99;23,97;2025-05
ORD001941;CUST0467;PROD050;2025-05-17;portugal;2024-08-10;baby;silicone bib set;1,0;14,99;14,99;2025-05
ORD000922;CUST0380;PROD026;2025-05-18;netherlands;2024-01-07;stationery;a5 sketchbook;1,0;9,99;9,99;2025-05
ORD001382;CUST0180;PROD008;2025-05-18;spain;2024-09-29;electronics;webcam hd;1,0;49,99;49,99;2025-05
ORD001777;CUST0275;PROD018;2025-05-18;france;2023-03-31;home;scented candle;1,0;15,99;15,99;2025-05
ORD001271;CUST0108;PROD008;2025-05-18;netherlands;2023-12-29;electronics;webcam hd;1,0;49,99;49,99;2025-05
ORD002217;CUST0258;PROD054;2025-05-18;italy;2024-05-05;baby;baby bath towel;1,0;18,99;18,99;2025-05
ORD000872;CUST0398;PROD010;2025-05-18;france;2023-03-28;fitness;resistance bands set;1,0;19,99;19,99;2025-05
ORD000105;CUST0124;PROD037;2025-05-19;france;2024-02-08;grocery;dark chocolate 70%;3,0;3,99;11,97;2025-05
ORD000046;CUST0347;PROD035;2025-05-19;italy;2023-08-14;beauty;shampoo bar;1,0;9,99;9,99;2025-05
ORD000091;CUST0297;PROD047;2025-05-19;spain;2025-07-30;accessories;phone case;1,0;13,99;13,99;2025-05
ORD000838;CUST0346;PROD007;2025-05-19;germany;2023-09-24;electronics;smart led bulb;1,0;14,99;14,99;2025-05
ORD000518;CUST0320;PROD023;2025-05-19;belgium;2025-03-24;stationery;daily planner notebook;4,0;12,99;51,96;2025-05
ORD002396;CUST0478;PROD043;2025-05-19;germany;2023-06-25;accessories;leather wallet;1,0;29,99;29,99;2025-05
ORD001612;CUST0134;PROD007;2025-05-19;italy;2023-12-14;electronics;smart led bulb;2,0;14,99;29,98;2025-05
ORD002020;CUST0026;PROD047;2025-05-19;united kingdom;2024-06-22;accessories;phone case;5,0;13,99;69,95;2025-05
ORD000055;CUST0055;PROD022;2025-05-20;spain;2025-09-21;home;glass food containers;1,0;27,99;27,99;2025-05
ORD000696;CUST0050;PROD049;2025-05-20;spain;2023-09-05;baby;baby blanket;1,0;22,99;22,99;2025-05
ORD001768;CUST0218;PROD043;2025-05-20;belgium;2024-01-13;accessories;leather wallet;2,0;29,99;59,98;2025-05
ORD000861;CUST0321;PROD007;2025-05-21;spain;2025-01-19;electronics;smart led bulb;1,0;14,99;14,99;2025-05
ORD000430;CUST0234;PROD040;2025-05-21;france;2024-02-10;grocery;olive oil 500ml;1,0;12,99;12,99;2025-05
ORD000669;CUST0480;PROD005;2025-05-21;germany;2025-11-05;electronics;portable charger;1,0;39,99;39,99;2025-05
ORD000715;CUST0273;PROD052;2025-05-21;ireland;2024-01-22;baby;baby board book;2,0;8,99;17,98;2025-05
ORD001000;CUST0228;PROD024;2025-05-21;spain;2024-03-08;stationery;ballpoint pen set;1,0;6,99;6,99;2025-05
ORD000542;CUST0364;PROD050;2025-05-21;united kingdom;2025-05-01;baby;silicone bib set;1,0;14,99;14,99;2025-05
ORD000546;CUST0037;PROD051;2025-05-21;portugal;2025-11-05;baby;wooden teether;1,0;10,99;10,99;2025-05
ORD001712;CUST0012;PROD020;2025-05-21;spain;2025-02-14;home;reusable shopping bags;2,0;13,99;27,98;2025-05
ORD001722;CUST0178;PROD027;2025-05-21;spain;2025-01-25;stationery;desk calendar;1,0;10,99;10,99;2025-05
ORD001064;CUST0076;PROD018;2025-05-21;belgium;2023-04-27;home;scented candle;4,0;15,99;63,96;2025-05
ORD001955;CUST0200;PROD011;2025-05-21;spain;2024-01-27;fitness;foam roller;1,0;22,99;22,99;2025-05
ORD000482;CUST0198;PROD015;2025-05-21;france;2024-06-13;fitness;gym towel;5,0;8,99;44,95;2025-05
ORD000858;CUST0266;PROD030;2025-05-22;spain;2023-05-23;beauty;hydrating face cream;1,0;24,99;24,99;2025-05
ORD001997;CUST0309;PROD024;2025-05-22;italy;2024-05-28;stationery;ballpoint pen set;2,0;6,99;13,98;2025-05
ORD000641;CUST0278;PROD009;2025-05-22;belgium;2025-10-25;fitness;yoga mat;1,0;29,99;29,99;2025-05
ORD001385;CUST0329;PROD013;2025-05-22;belgium;2023-04-03;fitness;running belt;2,0;16,99;33,98;2025-05
ORD000281;CUST0052;PROD043;2025-05-22;spain;2024-03-27;accessories;leather wallet;1,0;29,99;29,99;2025-05
ORD000340;CUST0155;PROD039;2025-05-22;italy;2023-11-09;grocery;protein granola;1,0;6,99;6,99;2025-05
ORD001426;CUST0024;PROD039;2025-05-22;spain;2024-10-06;grocery;protein granola;1,0;6,99;6,99;2025-05
ORD000738;CUST0304;PROD053;2025-05-22;spain;2024-08-27;baby;stacking cups toy;1,0;13,99;13,99;2025-05
ORD001715;CUST0289;PROD031;2025-05-23;ireland;2025-06-07;beauty;spf 50 sunscreen;1,0;21,99;21,99;2025-05
ORD001343;CUST0274;PROD033;2025-05-23;spain;2025-02-23;beauty;makeup brush set;1,0;19,99;19,99;2025-05
ORD000671;CUST0353;PROD024;2025-05-23;belgium;2024-03-29;stationery;ballpoint pen set;1,0;6,99;6,99;2025-05
ORD002301;CUST0494;PROD024;2025-05-23;netherlands;2023-04-08;stationery;ballpoint pen set;3,0;6,99;20,97;2025-05
ORD002326;CUST0357;PROD010;2025-05-23;spain;2025-06-27;fitness;resistance bands set;1,0;19,99;19,99;2025-05
ORD000120;CUST0325;PROD032;2025-05-23;italy;2023-02-21;beauty;lip balm trio;5,0;8,99;44,95;2025-05
ORD001350;CUST0248;PROD033;2025-05-23;france;2023-11-26;beauty;makeup brush set;2,0;19,99;39,98;2025-05
ORD001182;CUST0314;PROD051;2025-05-23;spain;2024-02-16;baby;wooden teether;3,0;10,99;32,97;2025-05
ORD001066;CUST0453;PROD036;2025-05-23;germany;2025-06-21;grocery;organic green tea;1,0;7,99;7,99;2025-05
ORD001185;CUST0248;PROD015;2025-05-24;france;2023-11-26;fitness;gym towel;1,0;8,99;8,99;2025-05
ORD000239;CUST0469;PROD052;2025-05-24;portugal;2023-01-11;baby;baby board book;1,0;8,99;8,99;2025-05
ORD000761;CUST0376;PROD052;2025-05-24;united kingdom;2024-04-08;baby;baby board book;2,0;8,99;17,98;2025-05
ORD000429;CUST0273;PROD052;2025-05-24;ireland;2024-01-22;baby;baby board book;1,0;8,99;8,99;2025-05
ORD000920;CUST0238;PROD032;2025-05-24;italy;2024-09-14;beauty;lip balm trio;1,0;8,99;8,99;2025-05
ORD001134;CUST0002;PROD029;2025-05-24;spain;2024-04-02;beauty;vitamin c serum;4,0;18,99;75,96;2025-05
ORD001537;CUST0481;PROD020;2025-05-24;spain;2025-08-20;home;reusable shopping bags;1,0;13,99;13,99;2025-05
ORD000177;CUST0337;PROD048;2025-05-24;germany;2025-01-22;accessories;tote bag;1,0;12,99;12,99;2025-05
ORD002083;CUST0499;PROD024;2025-05-24;united kingdom;2024-06-30;stationery;ballpoint pen set;2,0;6,99;13,98;2025-05
ORD002234;CUST0121;PROD036;2025-05-24;spain;2025-11-13;grocery;organic green tea;1,0;7,99;7,99;2025-05
ORD000625;CUST0220;PROD048;2025-05-24;spain;2025-10-04;accessories;tote bag;3,0;12,99;38,97;2025-05
ORD000344;CUST0380;PROD047;2025-05-24;netherlands;2024-01-07;accessories;phone case;1,0;13,99;13,99;2025-05
ORD001692;CUST0292;PROD003;2025-05-25;france;2024-08-23;electronics;usb-c cable 1m;3,0;9,99;29,97;2025-05
ORD000764;CUST0489;PROD042;2025-05-25;spain;2025-07-26;accessories;canvas backpack;1,0;39,99;39,99;2025-05
ORD001240;CUST0338;PROD020;2025-05-25;spain;2025-01-04;home;reusable shopping bags;4,0;13,99;55,96;2025-05
ORD000945;CUST0247;PROD006;2025-05-26;france;2025-04-16;electronics;mechanical keyboard;5,0;89,99;449,95;2025-05
ORD001599;CUST0395;PROD019;2025-05-26;spain;2023-12-26;home;desk organizer;2,0;17,99;35,98;2025-05
ORD000003;CUST0486;PROD004;2025-05-26;united kingdom;2024-11-24;electronics;laptop stand;1,0;34,99;34,99;2025-05
ORD001015;CUST0223;PROD025;2025-05-26;italy;2025-05-02;stationery;sticky notes pack;1,0;4,99;4,99;2025-05
ORD001295;CUST0295;PROD019;2025-05-27;italy;2025-02-22;home;desk organizer;4,0;17,99;71,96;2025-05
ORD002390;CUST0121;PROD001;2025-05-27;spain;2025-11-13;electronics;wireless mouse;1,0;24,99;24,99;2025-05
ORD000910;CUST0364;PROD043;2025-05-27;united kingdom;2025-05-01;accessories;leather wallet;1,0;29,99;29,99;2025-05
ORD002332;CUST0312;PROD003;2025-05-28;united kingdom;2025-01-17;electronics;usb-c cable 1m;3,0;9,99;29,97;2025-05
ORD002068;CUST0086;PROD009;2025-05-28;spain;2024-06-27;fitness;yoga mat;1,0;29,99;29,99;2025-05
ORD000963;CUST0210;PROD029;2025-05-28;united kingdom;2024-07-20;beauty;vitamin c serum;2,0;18,99;37,98;2025-05
ORD001360;CUST0476;PROD013;2025-06-01;france;2023-10-22;fitness;running belt;1,0;16,99;16,99;2025-06
ORD001208;CUST0126;PROD037;2025-06-01;italy;2023-09-13;grocery;dark chocolate 70%;2,0;3,99;7,98;2025-06
ORD002215;CUST0336;PROD035;2025-06-01;netherlands;2024-04-28;beauty;shampoo bar;1,0;9,99;9,99;2025-06
ORD001176;CUST0036;PROD031;2025-06-01;ireland;2024-06-23;beauty;spf 50 sunscreen;1,0;21,99;21,99;2025-06
ORD001706;CUST0332;PROD041;2025-06-02;germany;2025-05-08;grocery;almond butter;1,0;9,99;9,99;2025-06
ORD002294;CUST0450;PROD014;2025-06-02;italy;2025-06-28;fitness;jump rope;1,0;12,99;12,99;2025-06
ORD000262;CUST0299;PROD046;2025-06-02;spain;2023-11-20;accessories;baseball cap;6,0;15,99;95,94;2025-06
ORD001945;CUST0188;PROD020;2025-06-02;netherlands;2023-01-26;home;reusable shopping bags;3,0;13,99;41,97;2025-06
ORD002279;CUST0229;PROD053;2025-06-02;spain;2024-05-06;baby;stacking cups toy;1,0;13,99;13,99;2025-06
ORD001274;CUST0115;PROD014;2025-06-02;france;2025-03-27;fitness;jump rope;1,0;12,99;12,99;2025-06
ORD002134;CUST0417;PROD019;2025-06-02;united kingdom;2024-09-12;home;desk organizer;1,0;17,99;17,99;2025-06
ORD000668;CUST0140;PROD024;2025-06-02;italy;2024-02-03;stationery;ballpoint pen set;1,0;6,99;6,99;2025-06
ORD002379;CUST0283;PROD030;2025-06-02;france;2024-06-26;beauty;hydrating face cream;1,0;24,99;24,99;2025-06
ORD001331;CUST0138;PROD032;2025-06-02;italy;2025-08-31;beauty;lip balm trio;2,0;8,99;17,98;2025-06
ORD000359;CUST0343;PROD014;2025-06-02;germany;2024-02-29;fitness;jump rope;1,0;12,99;12,99;2025-06
ORD000374;CUST0358;PROD034;2025-06-02;spain;2023-10-31;beauty;body lotion;1,0;14,99;14,99;2025-06
ORD001259;CUST0487;PROD027;2025-06-03;ireland;2025-08-09;stationery;desk calendar;2,0;10,99;21,98;2025-06
ORD000513;CUST0026;PROD007;2025-06-03;united kingdom;2024-06-22;electronics;smart led bulb;1,0;14,99;14,99;2025-06
ORD000894;CUST0151;PROD054;2025-06-03;united kingdom;2024-07-21;baby;baby bath towel;1,0;18,99;18,99;2025-06
ORD000879;CUST0184;PROD002;2025-06-03;spain;2024-05-12;electronics;bluetooth headphones;2,0;59,99;119,98;2025-06
ORD000712;CUST0334;PROD053;2025-06-03;portugal;2025-04-15;baby;stacking cups toy;1,0;13,99;13,99;2025-06
ORD000573;CUST0496;PROD010;2025-06-03;united kingdom;2025-03-30;fitness;resistance bands set;2,0;19,99;39,98;2025-06
ORD001116;CUST0092;PROD046;2025-06-03;spain;2023-10-03;accessories;baseball cap;2,0;15,99;31,98;2025-06
ORD001882;CUST0500;PROD017;2025-06-04;france;2023-06-11;home;cotton bedsheet set;2,0;44,99;89,98;2025-06
ORD001018;CUST0401;PROD008;2025-06-04;france;2023-08-24;electronics;webcam hd;1,0;49,99;49,99;2025-06
ORD000652;CUST0375;PROD031;2025-06-04;spain;2025-01-22;beauty;spf 50 sunscreen;4,0;21,99;87,96;2025-06
ORD001514;CUST0403;PROD011;2025-06-04;spain;2025-01-11;fitness;foam roller;1,0;22,99;22,99;2025-06
ORD000792;CUST0317;PROD015;2025-06-04;belgium;2025-09-13;fitness;gym towel;1,0;8,99;8,99;2025-06
ORD001168;CUST0093;PROD052;2025-06-04;spain;2023-11-15;baby;baby board book;1,0;8,99;8,99;2025-06
ORD000797;CUST0063;PROD013;2025-06-05;spain;2025-08-05;fitness;running belt;1,0;16,99;16,99;2025-06
ORD002031;CUST0044;PROD043;2025-06-05;ireland;2023-05-22;accessories;leather wallet;3,0;29,99;89,97;2025-06
ORD001960;CUST0239;PROD040;2025-06-05;germany;2025-10-21;grocery;olive oil 500ml;3,0;12,99;38,97;2025-06
ORD001671;CUST0139;PROD022;2025-06-05;france;2025-07-21;home;glass food containers;1,0;27,99;27,99;2025-06
ORD001621;CUST0462;PROD007;2025-06-05;netherlands;2025-07-12;electronics;smart led bulb;2,0;14,99;29,98;2025-06
ORD001371;CUST0478;PROD048;2025-06-06;germany;2023-06-25;accessories;tote bag;6,0;12,99;77,94;2025-06
ORD001408;CUST0218;PROD010;2025-06-06;belgium;2024-01-13;fitness;resistance bands set;1,0;19,99;19,99;2025-06
ORD002016;CUST0104;PROD023;2025-06-06;portugal;2023-03-23;stationery;daily planner notebook;4,0;12,99;51,96;2025-06
ORD000208;CUST0014;PROD021;2025-06-06;italy;2023-04-04;home;kitchen scale;2,0;21,99;43,98;2025-06
ORD001528;CUST0131;PROD022;2025-06-06;france;2024-09-14;home;glass food containers;3,0;27,99;83,97;2025-06
ORD001336;CUST0284;PROD047;2025-06-07;netherlands;2023-06-14;accessories;phone case;1,0;13,99;13,99;2025-06
ORD001437;CUST0215;PROD039;2025-06-07;italy;2024-08-21;grocery;protein granola;1,0;6,99;6,99;2025-06
ORD002041;CUST0277;PROD050;2025-06-07;germany;2023-11-08;baby;silicone bib set;5,0;14,99;74,95;2025-06
ORD001136;CUST0498;PROD044;2025-06-07;france;2025-10-15;accessories;travel pouch;2,0;17,99;35,98;2025-06
ORD002061;CUST0419;PROD027;2025-06-07;spain;2025-07-14;stationery;desk calendar;1,0;10,99;10,99;2025-06
ORD002167;CUST0369;PROD017;2025-06-08;germany;2023-09-24;home;cotton bedsheet set;4,0;44,99;179,96;2025-06
